"rep","species","truth","dist","beta1_hat","beta1_lo","beta1_hi","beta1_true","cov_marg","cov_joint","width_marg","width_joint","terc"
3,6,-0.81544955487153,0.31544955487153,0.572488546032465,0.438158748644646,0.707134487740769,0.7,1,1,0.755692471053424,0.768822843954238,"near mean"
3,7,-0.0116969583035275,0.488303041696472,0.572488546032465,0.438158748644646,0.707134487740769,0.7,1,1,0.782301164516691,0.818756868054406,"middle"
3,8,-0.391064443012744,0.108935556987256,0.572488546032465,0.438158748644646,0.707134487740769,0.7,1,1,0.785412907844741,0.754111690227911,"near mean"
3,9,0.534396556609542,1.03439655660954,0.572488546032465,0.438158748644646,0.707134487740769,0.7,1,1,0.78758127223752,0.74293557024773,"far from mean"
3,10,-0.590619960633768,0.0906199606337678,0.572488546032465,0.438158748644646,0.707134487740769,0.7,1,1,0.754754849579167,0.758248901826273,"near mean"
3,11,-0.0474066054674914,0.452593394532509,0.572488546032465,0.438158748644646,0.707134487740769,0.7,1,1,0.749539153892518,0.735991499858155,"middle"
3,12,-0.348648830199333,0.151351169800667,0.572488546032465,0.438158748644646,0.707134487740769,0.7,1,1,0.75861018193553,0.757143701345716,"near mean"
4,1,0.051860848530324,0.551860848530324,0.754460472704424,0.611661671883914,0.897669927909655,0.7,1,1,0.813554064291279,0.763781176679603,"middle"
4,2,-2.32235950772905,1.82235950772905,0.754460472704424,0.611661671883914,0.897669927909655,0.7,1,1,1.31722078366536,1.36601594952916,"far from mean"
4,3,-0.00311699083275313,0.496883009167247,0.754460472704424,0.611661671883914,0.897669927909655,0.7,1,1,0.78971298669178,0.754495136011439,"middle"
4,4,-0.927713774598261,0.427713774598261,0.754460472704424,0.611661671883914,0.897669927909655,0.7,1,1,0.802244152320556,0.78186177962943,"middle"
4,5,-0.744531430384323,0.244531430384323,0.754460472704424,0.611661671883914,0.897669927909655,0.7,1,1,0.843735107576363,0.833687943536005,"near mean"
4,6,0.180081445731884,0.680081445731884,0.754460472704424,0.611661671883914,0.897669927909655,0.7,1,1,0.775483064527839,0.762379977374295,"middle"
4,7,0.107150352770044,0.607150352770044,0.754460472704424,0.611661671883914,0.897669927909655,0.7,0,0,0.837038854810112,0.789608539952281,"middle"
4,8,-0.842321031250347,0.342321031250347,0.754460472704424,0.611661671883914,0.897669927909655,0.7,1,1,0.908804284514984,0.976999435227286,"middle"
4,9,-1.15095411425817,0.650954114258174,0.754460472704424,0.611661671883914,0.897669927909655,0.7,1,1,0.884237350816464,0.78094522587194,"middle"
4,10,-1.05036456062386,0.550364560623864,0.754460472704424,0.611661671883914,0.897669927909655,0.7,1,1,0.877560481135908,0.881865285545966,"middle"
4,11,-0.0220497669631515,0.477950233036849,0.754460472704424,0.611661671883914,0.897669927909655,0.7,1,1,0.789012573960994,0.776873583060546,"middle"
4,12,0.724318529607672,1.22431852960767,0.754460472704424,0.611661671883914,0.897669927909655,0.7,1,1,0.846078651369059,0.80720145929532,"far from mean"
5,1,-1.58259088711606,1.08259088711606,0.580051168009293,0.449657249267313,0.710819244995458,0.7,1,1,0.837579950666326,0.884479538181118,"far from mean"
5,2,-0.758606097565688,0.258606097565688,0.580051168009293,0.449657249267313,0.710819244995458,0.7,1,1,0.780249324077995,0.763731743929146,"near mean"
5,3,-0.135410687419638,0.364589312580362,0.580051168009293,0.449657249267313,0.710819244995458,0.7,1,1,0.7518459399492,0.69689876906849,"middle"
5,4,0.356507501122145,0.856507501122145,0.580051168009293,0.449657249267313,0.710819244995458,0.7,1,1,0.794677964758529,0.806445022919137,"far from mean"
5,5,0.357936751356601,0.857936751356601,0.580051168009293,0.449657249267313,0.710819244995458,0.7,1,1,0.775795220889743,0.761056422268288,"far from mean"
5,6,-1.24188342458451,0.741883424584508,0.580051168009293,0.449657249267313,0.710819244995458,0.7,0,1,0.804843114096668,0.877051194327448,"middle"
